,State,Population
19087,WA,153
19088,NE,153
19089,SD,153
19090,IL,153
19091,WY,153
19092,CO,153
19093,NE,153
19094,KS,153
19095,OK,153
19096,MN,153
19097,AR,153
19098,GA,153
19099,IL,153
19100,MO,153
19101,VT,153
19102,NY,153
19103,MN,153
19104,OH,153
19105,MS,153
19106,MS,153
19107,NE,152
19108,AL,152
19109,AL,152
19110,IA,152
19111,MN,152
19112,IA,152
19113,KS,152
19114,MO,152
19115,OH,152
19116,MO,152
19117,IA,152
19118,OK,152
19119,UT,151
19120,ND,151
19121,MO,151
19122,KS,151
19123,KS,151
19124,KS,151
19125,MO,151
19126,MI,151
19127,IA,151
19128,KS,151
19129,TX,151
19130,NE,151
19131,MN,151
19132,IN,151
19133,PA,151
19134,LA,151
19135,OK,151
19136,MO,151
19137,IN,150
19138,PA,150
19139,IN,150
19140,IL,150
19141,IL,150
19142,WY,150
19143,NC,150
19144,MO,150
19145,AR,150
19146,OK,150
19147,IL,150
19148,IL,150
19149,AL,150
19150,WV,150
19151,IA,150
19152,AR,149
19153,LA,149
19154,NC,149
19155,IL,149
19156,IL,149
19157,KS,149
19158,OR,149
19159,IL,149
19160,IN,149
19161,MO,149
19162,LA,149
19163,OK,149
19164,ND,149
19165,SC,149
19166,ND,149
19167,NE,148
19168,PA,148
19169,MN,148
19170,IA,148
19171,NE,148
19172,PA,148
19173,OK,148
19174,MN,148
19175,SC,148
19176,IL,148
19177,ND,148
19178,MI,148
19179,AR,148
19180,IA,147
19181,MN,147
19182,IL,147
19183,SD,147
19184,MO,147
19185,WA,147
19186,OK,147
19187,AR,147
19188,OH,147
19189,SC,147
19190,KS,147
19191,SC,147
19192,PA,147
19193,IA,146
19194,OH,146
19195,KS,146
19196,IA,146
19197,KS,146
19198,KY,146
19199,KY,146
19200,GA,146
19201,ND,146
19202,PA,146
19203,IA,146
19204,IA,146
19205,OH,146
19206,IA,146
19207,MN,145
19208,OH,145
19209,IA,145
19210,IA,145
19211,IN,145
19212,WY,145
19213,NE,145
19214,OK,145
19215,SD,145
19216,WV,145
19217,WV,145
19218,NE,145
19219,MO,145
19220,TX,145
19221,NE,145
19222,AL,145
19223,VA,145
19224,MO,144
19225,MD,144
19226,PA,144
19227,IL,144
19228,ND,144
19229,AR,144
19230,KY,144
19231,IA,144
19232,VA,144
19233,MN,144
19234,TX,144
19235,NC,144
19236,AR,144
19237,IA,144
19238,AL,144
19239,IA,144
19240,IA,144
19241,AR,143
19242,MN,143
19243,IA,143
19244,OK,143
19245,NC,143
19246,IN,143
19247,AR,143
19248,WI,143
19249,AL,143
19250,IA,143
19251,UT,143
19252,PA,142
19253,MD,142
19254,SD,142
19255,IA,142
19256,OH,142
19257,TX,142
19258,PA,142
19259,IL,141
19260,MN,141
19261,GA,141
19262,VA,141
19263,WI,141
19264,CO,141
19265,UT,141
19266,WI,141
19267,AL,141
19268,IA,141
19269,ND,141
19270,IL,141
19271,OH,141
19272,MO,141
19273,PA,141
19274,WV,141
19275,SC,141
19276,KS,141
19277,IL,141
19278,PA,141
19279,KY,141
19280,NE,141
19281,PA,141
19282,OH,140
19283,AR,140
19284,AR,140
19285,KS,140
19286,PA,140
19287,NC,140
19288,IA,140
19289,KY,140
19290,KS,140
19291,SC,140
19292,IA,140
19293,OH,140
19294,DE,140
19295,IL,140
19296,MT,139
19297,IL,139
19298,NE,139
19299,IA,139
19300,ND,139
19301,ND,139
19302,ID,139
19303,DE,139
19304,MO,139
19305,KS,139
19306,IL,139
19307,ME,139
19308,IL,139
19309,KS,139
19310,SD,139
19311,IA,139
19312,MO,139
19313,AK,139
19314,OR,139
19315,MO,139
19316,GA,139
19317,KS,139
19318,NY,138
19319,NE,138
19320,GA,138
19321,PA,138
19322,MN,138
19323,OR,138
19324,IA,138
19325,NE,138
19326,IA,138
19327,VA,138
19328,KY,138
19329,IA,138
19330,MN,137
19331,ND,137
19332,SD,137
19333,MN,137
19334,WV,137
19335,KY,137
19336,KS,137
19337,KS,137
19338,OH,137
19339,ND,137
19340,IL,137
19341,OK,137
19342,MN,137
19343,AR,137
19344,ME,136
19345,IL,136
19346,IA,136
19347,VA,136
19348,SC,136
19349,AL,136
19350,IA,136
19351,MT,136
19352,MO,136
19353,NC,136
19354,WV,136
19355,SD,136
19356,NE,136
19357,MN,136
19358,IA,136
19359,ND,136
19360,IA,136
19361,AR,135
19362,OK,135
19363,MO,135
19364,KS,135
19365,PA,135
19366,NE,135
19367,IL,135
19368,UT,135
19369,IA,135
19370,SC,135
19371,MO,135
19372,WV,135
19373,MO,135
19374,IL,135
19375,ND,135
19376,FL,134
19377,IN,134
19378,GA,134
19379,ME,134
19380,NE,134
19381,SD,134
19382,MO,134
19383,MO,134
19384,MN,134
19385,MO,134
19386,AR,134
19387,MN,134
19388,OH,134
19389,KS,134
19390,GA,134
19391,PA,134
19392,NE,134
19393,MN,134
19394,ME,134
19395,PA,133
19396,MO,133
19397,IA,133
19398,OR,133
19399,ME,133
19400,MS,133
19401,CO,133
19402,IL,133
19403,MN,133
19404,MS,133
19405,ID,133
19406,MO,133
19407,MO,133
19408,IL,133
19409,MO,133
19410,CO,133
19411,AL,133
19412,AK,133
19413,WV,133
19414,IL,133
19415,OK,133
19416,KS,132
19417,IL,132
19418,SD,132
19419,MN,132
19420,OH,132
19421,OR,132
19422,MN,132
19423,OK,132
19424,UT,132
19425,TX,132
19426,NC,132
19427,SC,132
19428,WI,132
19429,KS,132
19430,TX,132
19431,LA,132
19432,IA,132
19433,ND,132
19434,ID,131
19435,SD,131
19436,MO,131
19437,NC,131
19438,OH,131
19439,MO,131
19440,KS,131
19441,WA,131
19442,IA,131
19443,MT,131
19444,NE,131
19445,GA,131
19446,KS,131
19447,IN,131
19448,AR,131
19449,MS,131
19450,IN,131
19451,IN,131
19452,IL,131
19453,OH,131
19454,WY,131
19455,KS,130
19456,KS,130
19457,MN,130
19458,LA,130
19459,MN,130
19460,IA,130
19461,OR,130
19462,TX,130
19463,OK,130
19464,OH,130
19465,SC,130
19466,AR,130
19467,MN,130
19468,AR,130
19469,MI,130
19470,IA,130
19471,SD,129
19472,SD,129
19473,WI,129
19474,WV,129
19475,IA,129
19476,NM,129
19477,MN,129
19478,ND,129
19479,MO,129
19480,PA,129
19481,AL,129
19482,GA,129
19483,NE,129
19484,IA,129
19485,IN,129
19486,OK,129
19487,SD,129
19488,OH,129
19489,IA,129
19490,AR,129
19491,NE,129
19492,OH,129
19493,TX,128
19494,NE,128
19495,SD,128
19496,MN,128
19497,MN,128
19498,NC,128
19499,MD,128
19500,PA,128
19501,MO,128
19502,AR,128
19503,AL,128
19504,SD,128
19505,OK,128
19506,IA,128
19507,IL,128
19508,SC,128
19509,CO,128
19510,KS,128
19511,MN,128
19512,ND,127
19513,MI,127
19514,GA,127
19515,CO,127
19516,IA,127
19517,MO,127
19518,SD,127
19519,AK,127
19520,CO,127
19521,IL,127
19522,PA,127
19523,OK,127
19524,OH,127
19525,OH,127
19526,IL,127
19527,AL,127
19528,SC,127
19529,VA,127
19530,ND,127
19531,MI,126
19532,WV,126
19533,PA,126
19534,NE,126
19535,MN,126
19536,ND,126
19537,OK,126
19538,NC,126
19539,MT,126
19540,MO,126
19541,AR,126
19542,OK,126
19543,VT,126
19544,LA,126
19545,NM,126
19546,VA,126
19547,PA,126
19548,NY,126
19549,IA,126
19550,MO,125
19551,AL,125
19552,IA,125
19553,MO,125
19554,MT,125
19555,NE,125
19556,ND,125
19557,VA,125
19558,ND,125
19559,KS,125
19560,ND,125
19561,ND,125
19562,MO,125
19563,KS,125
19564,NE,125
19565,AR,124
19566,OK,124
19567,GA,124
19568,NE,124
19569,MN,124
19570,IA,124
19571,PA,124
19572,OH,124
19573,LA,124
19574,IL,124
19575,KY,124
19576,NE,123
19577,OK,123
19578,OK,123
19579,IN,123
19580,MN,123
19581,OH,123
19582,MN,123
19583,LA,123
19584,IN,123
19585,MN,123
19586,TN,123
19587,IA,123
19588,TX,123
19589,MN,123
19590,ND,123
19591,IA,123
19592,IA,123
19593,KS,122
19594,NE,122
19595,MI,122
19596,IL,122
19597,MO,122
19598,AR,122
19599,MO,122
19600,OH,122
19601,TX,122
19602,OK,122
19603,MO,122
19604,OK,122
19605,WI,122
19606,ME,122
19607,AR,121
19608,TX,121
19609,UT,121
19610,SD,121
19611,OH,121
19612,OK,121
19613,IA,121
19614,IL,121
19615,IA,121
19616,IL,121
19617,ND,121
19618,IL,121
19619,SD,121
19620,MO,121
19621,NC,121
19622,OH,121
19623,OK,121
19624,GA,121
19625,TX,121
19626,MI,121
19627,IL,121
19628,WA,121
19629,IA,121
19630,WI,121
19631,MN,120
19632,AR,120
19633,LA,120
19634,TX,120
19635,OH,120
19636,MN,120
19637,SC,120
19638,OH,120
19639,NE,120
19640,SC,120
19641,GA,120
19642,SC,120
19643,IA,120
19644,IN,120
19645,IA,120
19646,MO,119
19647,IA,119
19648,KS,119
19649,KS,119
19650,KY,119
19651,IA,119
19652,MO,119
19653,AR,119
19654,MO,119
19655,IL,119
19656,WA,119
19657,OR,119
19658,SC,119
19659,OK,119
19660,UT,118
19661,UT,118
19662,TX,118
19663,WV,118
19664,AR,118
19665,VA,118
19666,MN,118
19667,KY,118
19668,ND,118
19669,IA,118
19670,MD,118
19671,IN,118
19672,AR,118
19673,OK,118
19674,MA,118
19675,MN,118
19676,MN,118
19677,OH,118
19678,WI,118
19679,IA,117
19680,MN,117
19681,IL,117
19682,GA,117
19683,NM,117
19684,NM,117
19685,WI,117
19686,KY,117
19687,NE,117
19688,IL,117
19689,IN,117
19690,SD,117
19691,LA,117
19692,MO,117
19693,MS,116
19694,OH,116
19695,IL,116
19696,IA,116
19697,WY,116
19698,ND,116
19699,TX,116
19700,IA,116
19701,MS,116
19702,IA,116
19703,PA,116
19704,MN,116
19705,ID,116
19706,AK,116
19707,NE,116
19708,MS,116
19709,MO,116
19710,OH,116
19711,AR,116
19712,IN,116
19713,IA,115
19714,NE,115
19715,OH,115
19716,SC,115
19717,NE,115
19718,IA,115
19719,AR,115
19720,OH,115
19721,SD,115
19722,LA,115
19723,WI,115
19724,TX,115
19725,OR,115
19726,KS,115
19727,KS,115
19728,AR,115
19729,KS,115
19730,KS,115
19731,ND,115
19732,SC,115
19733,IA,114
19734,SD,114
19735,IL,114
19736,MO,114
19737,KS,114
19738,IL,114
19739,MN,114
19740,MO,114
19741,OK,114
19742,AL,114
19743,MO,114
19744,OH,114
19745,OK,114
19746,AR,114
19747,VA,114
19748,MO,114
19749,GA,114
19750,KS,114
19751,ID,114
19752,NE,114
19753,MO,114
19754,ND,114
19755,KY,114
19756,IA,114
19757,NE,114
19758,MO,114
19759,IN,114
19760,AR,113
19761,OK,113
19762,NE,113
19763,MN,113
19764,IL,113
19765,GA,113
19766,KS,113
19767,ND,113
19768,AR,113
19769,KS,113
19770,NE,113
19771,IL,113
19772,NM,113
19773,KS,113
19774,IA,113
19775,MO,113
19776,IL,113
19777,MN,113
19778,IA,113
19779,NY,113
19780,MD,113
19781,PA,112
19782,OK,112
19783,KS,112
19784,SD,112
19785,MN,112
19786,AL,112
19787,SD,112
19788,IL,112
19789,IA,112
19790,SD,112
19791,KY,112
19792,IA,112
19793,KS,112
19794,CO,112
19795,TN,112
19796,LA,112
19797,SD,112
19798,MN,111
19799,NE,111
19800,AK,111
19801,PA,111
19802,MD,111
19803,IL,111
19804,IL,111
19805,GA,111
19806,AL,111
19807,LA,111
19808,MO,111
19809,UT,111
19810,NC,111
19811,SD,111
19812,IN,111
19813,CO,111
19814,AR,111
19815,OK,111
19816,ND,110
19817,NE,110
19818,OH,110
19819,PA,110
19820,OK,110
19821,MN,110
19822,MO,110
19823,GA,110
19824,MT,110
19825,KS,110
19826,MN,110
19827,MT,110
19828,IA,110
19829,NC,110
19830,IA,110
19831,IA,110
19832,IA,110
19833,CO,110
19834,OH,110
19835,MS,110
19836,MN,110
19837,IA,109
19838,NE,109
19839,KY,109
19840,OK,109
19841,OK,109
19842,MN,109
19843,ND,109
19844,NE,109
19845,IA,109
19846,IL,109
19847,AK,109
19848,SD,109
19849,IA,109
19850,IA,109
19851,IA,109
19852,PA,109
19853,NE,108
19854,SD,108
19855,AR,108
19856,WI,108
19857,KS,108
19858,SD,108
19859,OK,108
19860,AR,108
19861,PA,108
19862,NE,108
19863,AL,108
19864,OH,108
19865,AR,108
19866,NE,108
19867,CO,108
19868,TN,108
19869,FL,108
19870,VT,108
19871,ND,108
19872,IA,108
19873,IL,108
19874,OK,108
19875,IA,107
19876,NE,107
19877,MO,107
19878,IL,107
19879,NE,107
19880,MN,107
19881,GA,107
19882,MO,107
19883,MO,107
19884,NE,106
19885,MO,106
19886,KS,106
19887,ND,106
19888,NE,106
19889,KS,106
19890,KS,106
19891,IA,106
19892,MO,105
19893,MO,105
19894,IA,105
19895,OK,105
19896,KY,105
19897,ND,105
19898,AR,105
19899,NE,105
19900,MS,105
19901,ND,105
19902,KS,105
19903,WI,105
19904,KY,105
19905,OH,104
19906,PA,104
19907,AK,104
19908,AR,104
19909,MI,104
19910,MO,104
19911,OK,104
19912,PA,104
19913,ID,104
19914,ME,104
19915,MN,104
19916,MO,104
19917,MS,104
19918,MS,104
19919,AR,104
19920,GA,104
19921,MO,103
19922,NE,103
19923,KS,103
19924,ME,103
19925,CO,103
19926,MN,103
19927,OK,103
19928,MO,103
19929,AR,103
19930,KS,103
19931,AR,103
19932,MS,103
19933,MN,103
19934,MN,103
19935,IL,103
19936,OK,103
19937,MO,103
19938,WV,103
19939,IL,103
19940,GA,103
19941,PA,102
19942,MD,102
19943,PA,102
19944,NE,102
19945,OK,102
19946,SD,102
19947,OK,102
19948,KS,102
19949,IL,102
19950,ND,102
19951,MO,102
19952,IL,102
19953,KS,102
19954,PA,102
19955,KS,102
19956,SD,102
19957,OK,102
19958,IA,102
19959,ME,102
19960,TX,101
19961,OH,101
19962,MO,101
19963,MO,101
19964,MO,101
19965,IL,101
19966,OK,101
19967,IA,101
19968,WV,101
19969,PA,101
19970,SD,101
19971,NE,101
19972,TX,101
19973,IL,101
19974,ND,101
19975,WI,101
19976,NC,101
19977,MO,101
19978,ND,101
19979,OK,101
19980,KS,101
19981,LA,101
19982,TX,101
19983,IL,101
19984,IL,101
19985,IL,101
19986,IA,101
19987,ND,100
19988,KS,100
19989,SD,100
19990,MN,100
19991,WI,100
19992,LA,100
19993,MN,100
19994,IL,100
19995,NC,100
19996,HI,100
19997,AK,100
19998,AK,100
19999,ND,100
20000,ND,100
20001,IA,100
20002,IA,99
20003,UT,99
20004,IL,99
20005,IL,99
20006,KY,99
20007,KS,99
20008,IN,99
20009,OK,99
20010,IA,99
20011,IL,99
20012,TX,99
20013,SD,99
20014,SD,99
20015,KY,99
20016,MN,99
20017,KS,99
20018,IN,98
20019,IN,98
20020,KS,98
20021,WY,98
20022,ID,98
20023,IL,98
20024,AR,98
20025,AK,98
20026,IL,98
20027,ID,98
20028,SC,98
20029,OH,98
20030,MO,98
20031,IA,98
20032,NM,98
20033,IL,98
20034,AK,98
20035,IL,98
20036,SC,98
20037,MN,98
20038,AR,98
20039,MN,98
20040,CO,98
20041,MO,98
20042,KS,98
20043,SC,98
20044,MN,97
20045,IA,97
20046,KS,97
20047,OK,97
20048,MO,97
20049,AK,97
20050,KS,97
20051,IA,97
20052,NE,97
20053,ME,97
20054,IA,97
20055,MN,97
20056,AR,97
20057,MO,97
20058,TN,97
20059,ND,97
20060,IA,96
20061,AR,96
20062,MN,96
20063,SD,96
20064,SD,96
20065,IL,96
20066,KS,96
20067,MO,96
20068,IL,96
20069,KS,96
20070,IA,96
20071,KS,96
20072,ND,96
20073,IA,96
20074,IL,96
20075,MO,95
20076,IN,95
20077,MO,95
20078,NE,95
20079,NE,95
20080,VA,95
20081,NC,95
20082,NC,95
20083,KS,95
20084,WV,95
20085,KS,95
20086,NE,95
20087,MO,95
20088,AR,95
20089,MO,95
20090,ND,95
20091,IA,95
20092,ND,95
20093,IN,95
20094,MS,95
20095,CO,95
20096,IL,95
20097,OK,95
20098,OH,95
20099,MN,94
20100,OK,94
20101,ND,94
20102,SD,94
20103,KS,94
20104,ND,94
20105,IL,94
20106,NE,94
20107,IL,94
20108,NE,94
20109,NC,94
20110,NC,94
20111,ND,94
20112,IN,94
20113,MN,94
20114,AR,94
20115,IA,94
20116,KS,94
20117,ME,93
20118,OH,93
20119,SD,93
20120,ME,93
20121,OK,93
20122,TX,93
20123,ND,93
20124,NH,93
20125,OH,93
20126,WI,93
20127,MO,93
20128,IL,93
20129,MN,93
20130,TN,93
20131,OK,93
20132,MO,93
20133,KS,92
20134,NE,92
20135,NE,92
20136,DE,92
20137,ND,92
20138,OK,92
20139,IA,92
20140,OK,92
20141,ME,92
20142,MN,92
20143,KS,92
20144,WY,92
20145,OH,92
20146,IA,92
20147,LA,92
20148,NE,92
20149,IA,92
20150,MN,92
20151,AR,92
20152,MT,91
20153,ND,91
20154,ND,91
20155,AR,91
20156,ME,91
20157,IL,91
20158,PA,91
20159,TX,91
20160,MO,91
20161,MN,91
20162,GA,91
20163,TX,91
20164,SD,91
20165,IL,91
20166,IA,91
20167,IN,91
20168,NE,90
20169,OK,90
20170,PA,90
20171,IA,90
20172,AL,90
20173,KS,90
20174,AR,90
20175,MN,90
20176,IL,90
20177,MO,90
20178,OK,90
20179,IN,90
20180,KS,90
20181,KS,90
20182,KS,90
20183,NC,90
20184,NC,89
20185,PA,89
20186,KY,89
20187,SD,89
20188,SD,89
20189,ND,89
20190,KS,89
20191,NE,89
20192,OK,89
20193,MO,89
20194,OH,89
20195,MO,89
20196,AL,89
20197,ND,89
20198,ME,89
20199,NE,89
20200,OK,89
20201,AK,89
20202,TX,89
20203,ND,89
20204,OK,89
20205,MN,89
20206,NE,89
20207,MO,89
20208,IL,89
20209,IL,89
20210,KS,89
20211,NE,89
20212,KS,89
20213,IL,88
20214,MN,88
20215,AR,88
20216,AR,88
20217,SD,88
20218,VT,88
20219,MO,88
20220,WI,88
20221,AR,88
20222,NE,88
20223,WY,88
20224,ND,88
20225,IA,88
20226,MN,88
20227,SD,88
20228,MO,88
20229,MN,87
20230,AR,87
20231,FL,87
20232,LA,87
20233,ND,87
20234,IA,87
20235,OH,87
20236,AR,87
20237,IA,87
20238,IL,87
20239,IL,87
20240,SD,87
20241,KS,87
20242,MN,87
20243,ND,87
20244,OK,87
20245,OK,87
20246,VT,87
20247,NE,87
20248,AR,87
20249,TX,87
20250,OH,87
20251,VT,87
20252,OH,87
20253,TN,87
20254,IL,87
20255,MO,87
20256,TX,87
20257,AR,87
20258,MS,87
20259,AR,86
20260,IA,86
20261,TX,86
20262,NM,86
20263,MN,86
20264,NM,86
20265,IA,86
20266,OK,86
20267,OK,86
20268,ID,86
20269,OH,86
20270,MN,86
20271,KS,86
20272,MO,86
20273,ND,86
20274,AR,86
20275,VA,86
20276,AK,86
20277,ND,85
20278,OK,85
20279,MO,85
20280,MN,85
20281,AR,85
20282,NC,85
20283,AK,85
20284,MD,85
20285,ND,85
20286,KS,85
20287,KS,85
20288,TX,85
20289,KS,85
20290,AR,84
20291,MN,84
20292,AL,84
20293,MN,84
20294,ND,84
20295,MN,84
20296,ND,84
20297,KS,84
20298,FL,84
20299,MN,84
20300,MT,84
20301,IA,84
20302,ID,84
20303,IA,84
20304,KS,83
20305,OK,83
20306,NE,83
20307,NE,83
20308,KY,83
20309,KS,83
20310,MO,83
20311,AK,83
20312,MO,83
20313,AK,83
20314,ID,83
20315,NE,83
20316,AL,83
20317,OH,83
20318,NE,83
20319,AR,83
20320,SC,83
20321,OK,83
20322,ID,83
20323,SD,82
20324,IA,82
20325,KS,82
20326,SC,82
20327,NC,82
20328,PA,82
20329,IL,82
20330,MO,82
20331,OR,82
20332,KS,82
20333,NE,82
20334,MN,82
20335,KS,82
20336,NE,82
20337,ND,82
20338,ME,81
20339,OK,81
20340,WI,81
20341,OH,81
20342,AR,81
20343,VT,81
20344,PA,81
20345,NE,81
20346,OK,81
20347,CO,81
20348,OH,81
20349,KS,81
20350,ND,81
20351,KS,81
20352,IA,81
20353,SD,81
20354,IA,81
20355,IL,80
20356,KS,80
20357,NE,80
20358,NE,80
20359,ND,80
20360,IL,80
20361,KS,80
20362,OK,80
20363,MO,80
20364,IA,80
20365,ND,80
20366,GA,80
20367,OK,80
20368,MO,80
20369,KY,80
20370,PA,80
20371,WV,79
20372,IA,79
20373,NE,79
20374,IA,79
20375,WA,79
20376,MN,79
20377,WA,79
20378,MO,79
20379,KS,79
20380,MN,79
20381,IN,79
20382,ME,79
20383,AR,79
20384,IL,78
20385,MN,78
20386,OK,78
20387,ID,78
20388,ND,78
20389,OK,78
20390,TN,78
20391,OK,78
20392,NE,78
20393,AR,78
20394,MO,78
20395,MN,78
20396,AK,78
20397,KS,78
20398,MT,78
20399,MO,78
20400,TX,78
20401,PA,78
20402,WI,78
20403,MO,78
20404,MO,78
20405,IA,78
20406,MN,78
20407,SD,77
20408,MO,77
20409,NE,77
20410,MS,77
20411,MO,77
20412,MO,77
20413,IA,77
20414,MN,77
20415,OK,77
20416,NM,77
20417,OK,77
20418,MO,77
20419,MO,76
20420,NE,76
20421,IA,76
20422,IL,76
20423,MO,76
20424,IA,76
20425,IA,76
20426,WY,76
20427,IN,76
20428,IL,76
20429,IN,76
20430,NE,76
20431,MO,76
20432,KS,76
20433,KS,76
20434,IA,76
20435,PA,76
20436,IA,76
20437,SC,76
20438,KS,76
20439,MO,75
20440,NE,75
20441,IA,75
20442,IA,75
20443,SD,75
20444,ND,75
20445,MN,75
20446,IL,75
20447,GA,75
20448,OK,75
20449,OH,75
20450,KS,75
20451,NE,75
20452,MO,75
20453,MT,75
20454,ND,75
20455,IA,75
20456,NE,75
20457,OH,75
20458,ND,74
20459,ME,74
20460,WY,74
20461,OK,74
20462,SD,74
20463,KS,74
20464,OK,74
20465,IA,74
20466,CO,74
20467,IA,74
20468,OK,74
20469,KS,74
20470,IA,74
20471,NE,74
20472,KS,74
20473,FL,73
20474,KY,73
20475,AR,73
20476,ND,73
20477,VA,73
20478,MN,73
20479,OK,73
20480,SD,73
20481,DE,73
20482,ME,73
20483,MO,73
20484,MO,73
20485,IN,73
20486,KS,73
20487,MO,73
20488,AL,73
20489,MO,73
20490,KS,73
20491,OK,73
20492,IA,73
20493,MN,73
20494,VA,73
20495,TX,73
20496,IA,73
20497,MO,72
20498,IN,72
20499,MO,72
20500,IL,72
20501,MN,72
20502,IA,72
20503,CO,72
20504,SC,72
20505,TX,72
20506,IA,72
20507,IA,72
20508,IN,72
20509,MO,72
20510,MN,72
20511,NE,72
20512,NE,72
20513,KS,72
20514,OH,71
20515,OK,71
20516,MO,71
20517,SD,71
20518,OH,71
20519,NE,71
20520,TX,71
20521,PA,71
20522,IA,71
20523,CO,71
20524,MO,71
20525,MN,71
20526,OK,71
20527,TX,71
20528,SD,71
20529,OH,71
20530,IN,71
20531,KS,71
20532,MN,71
20533,AK,70
20534,OK,70
20535,NE,70
20536,ND,70
20537,MN,70
20538,MO,70
20539,MN,70
20540,MO,70
20541,MA,70
20542,OH,70
20543,ND,70
20544,WI,70
20545,AL,70
20546,AK,70
20547,NE,70
20548,ND,70
20549,MN,70
20550,TX,70
20551,ME,70
20552,AR,70
20553,SD,70
20554,VT,70
20555,AR,69
20556,KS,69
20557,KS,69
20558,MO,69
20559,SD,69
20560,OH,69
20561,MS,69
20562,TX,69
20563,NE,69
20564,KS,69
20565,MO,69
20566,SD,69
20567,AR,69
20568,KS,69
20569,KS,69
20570,IA,69
20571,ME,69
20572,MN,69
20573,SD,68
20574,WY,68
20575,ND,68
20576,NM,68
20577,KS,68
20578,NE,68
20579,GA,68
20580,AR,68
20581,NE,68
20582,NH,68
20583,IL,68
20584,KS,68
20585,SC,68
20586,OK,68
20587,NE,68
20588,IA,68
20589,IA,68
20590,AR,68
20591,TX,68
20592,IA,68
20593,MN,68
20594,IA,68
